conversation_id,turn_no,utterance,new_agent_reply,qween Single Response,PPL,BLEU-2,BERTScore-F1,Distinct-2,ROUGE-1
34,5,"I appreciate this offer, but for this package, we cannot go higher than $15900.","Yes sir, that's fine. Just for this package, we can reduce it for you. We can give you this package for $18200 with no change in total amount.",Understood. Let me check if we can adjust the package to meet your budget. Would you like to remove the local guide (which added $3200) or explore other cost-saving options like shorter duration or simplified accommodations?,1.0,0.056,0.519,1.0,0.121
34,7,"Great, I am ready to book now.","I don't agree to this, Please call me.",Agent: Great! Your booking is confirmed for $18200. A local guide and jeep transportation are included. Let me know if you need any further assistance!,1.0,0.0,0.373,1.0,0.059
35,1,"Hi, this package is looking great for me, what will be the cost of the Wildlife Safari?","This package will only cost you $35000, but you have to pay $1000 for booking this package to secure your seat.","Could you share more details like the destination, duration, group size, and any specific inclusions (e.g., accommodations, meals, guide preferences)? This helps me provide an accurate quote.",1.0,0.017,0.418,1.0,0.082
35,3,"I understand booking this package will incur a cost of $1000 and I understand this is your only way to secure my seat in this package. However, I will give you $23000 cash on hand and will pay your $1000 extra cost through my credit card. Please advise.","The package cost $28100; you are proposing a budget for the tour package as $28100. As I said earlier, we cannot go down to $28100. We can't give you the concession and we won't give you the concession. We have told you the price we can offer for the package. We'll be happy if you pay the full amount. But you must pay it today, because we have to pay our travel agent today.","We appreciate your offer, but the $1000 booking fee must be paid in full upfront via credit card as per our policy to secure your spot. The remaining $34000 (total package cost) can be paid later—$23000 cash and the balance via credit card. Please confirm if this works for you.",1.0,0.015,0.585,0.959,0.297
35,5,I cannot afford to make payment in full amount immediately. Please help me to pay later.,"Sir, we will charge you $27300, but if you want to pay later, we can make some arrangements regarding payments.","We understand your request, but due to our obligation to pay the travel agent today, we require the full amount upfront. If you cannot pay immediately, we may need to cancel your booking. Let me know how you'd like to proceed.",1.0,0.06,0.597,1.0,0.258
35,7,"I cannot go any higher than $23600, I will not pay anything except after I confirm the package, so can we be done in $23600?","Thanks for your patience, let's close the deal.","Agent: I'm sorry, but we cannot reduce the price further. The package is fixed at $35,000 with a $1,000 deposit required to secure your booking. We cannot confirm your seat without the deposit. If you’re unable to proceed with the deposit, we’ll have to cancel your request. Let me know your decision.",1.0,0.009,0.394,1.0,0.091
36,1,"Hey!, I will buy this package, what will be the cost of Beach Getaway?",This package will cost you $45000 per couple.,"Could you clarify the duration of your stay, destination, and preferred level of luxury (e.g., budget, mid-range, luxury)? This will help finalize the cost.",1.0,0.023,0.422,1.0,0.235
36,3,"I want a Sunset cruise in the evening, please add the amenity Sunset cruise.","Ok sure sir, and the final tour cost is $12400.","The Sunset cruise adds $2500 per person. Your updated total is $45,000 + $5,000 = **$50,000 per couple**. Let me know if you'd like to proceed!",1.0,0.012,0.501,1.0,0.105
36,5,"I cannot pay $12400, what do you say about $10300?","We cannot go for that, I can offer this package for $11800.","Agent: I apologize for the confusion earlier. The total cost for the Beach Getaway package with the added Sunset cruise is actually $12,400. We can offer a small discount to $11,500 if you book within the next 48 hours. Let me know if this works for you!",1.0,0.061,0.518,0.978,0.262
36,7,I can give this deal a second thought.,"Thanks for your time, I want to offer you the best price with the package so we can get the best deal.","Agent: Understood, sir. I’ll keep the $11,800 offer open for 24 hours. Let me know if you’d like to proceed or need adjustments!",1.0,0.028,0.448,1.0,0.25
37,1,"Hey!, I want to buy this package, what will be the cost of Capture the Moments Photography Tour?","It only costs you $45000, In this package you will get a lot of amenities like Drone Photography Assistance, Post-processing and Editing Sessions, Photography Gear Rental, Review Sessions, Editing Space, Photography Exhibitions Visits.","Could you clarify the tour duration, location, or any specific inclusions (e.g., professional photographer, equipment, or post-processing services)? This will help me provide the exact cost.",1.0,0.013,0.53,1.0,0.194
37,3,Could you tell me what is the accommodation in Capture the Moments Photography Tour?,"The package is offering services which include Accommodation, Transportation, Meals, Photography Workshops.","The **Capture the Moments Photography Tour** includes **4-star hotel accommodation** for 7 nights, with daily breakfast. Stays are strategically located near key photography spots, and some packages offer private villas or boutique stays (upgrade available for an extra fee). Let me know if you need specifics on locations!",1.0,0.009,0.479,1.0,0.197
37,5,Please add Drone Photography Assistant in the package.,"Ok thanks for adding the amenity Drone Photography Assistance, the final tour cost would be $14200.","The Drone Photography Assistant is already included in the $45,000 package as part of the listed amenities. No additional cost is required.",1.0,0.104,0.572,1.0,0.359
37,7,"Thanks, I can afford only $11700.","In that price you can have some better services than the budgeted one, I will suggest you to go for the same.",I can adjust the package to fit your budget. Let’s remove Photography Gear Rental and Post-processing Sessions to bring the cost down to $11700. Would that work for you?,1.0,0.029,0.477,1.0,0.34
37,9,This is my budget.,"We should close the deal with acceptance, Thanks.","Agent: Understood. At $11,700, we can adjust the package to exclude Drone Photography Assistance but retain core services like workshops, accommodation, and editing. Let me finalize this for you.",1.0,0.011,0.446,1.0,0.105
38,1,"Hey!, please tell me about your package and price, what will be the cost of Historical Architecture Tour?","This is really an incredible package which will provide you a chance to have access to some of the most historical, architectural, breathtaking places. It includes a range of amenities like Historical Reenactment, Interactive Exhibits, Virtual Reality experiences, Audio tour, Architectural photography. You can make your trip memorable for a lifetime with this exclusive deal.","The Historical Architecture Tour costs $120 per person. It includes guided visits to 3 iconic landmarks, transportation, a professional guide, and a lunch stop. Let me know if you’d like to book or adjust the itinerary!",1.0,0.05,0.549,1.0,0.261
38,3,"It is very expensive, I can only go upto this price for this package.","It's too low, I can offer you this package in $23800.","I'm sorry to hear the price is a concern! Let me help adjust the package to fit your budget. We can modify inclusions like opting for a shorter duration, removing premium add-ons (e.g., VR experiences), or choosing a standard audio tour instead of guided reenactments. Would you like me to suggest a revised option?",0.0,0.01,0.434,1.0,0.116
38,5,"Sorry, I can only go upto $18800.","Sir, we cannot go down to $18800. Let's meet in the middle, I can offer you this package in $23100.","Agent: I understand your budget constraints. While the Historical Architecture Tour is priced at $23,800, I can suggest a curated version with core highlights (e.g., guided tours, photography access, and select exhibits) for $18,800. Would that work for you?",1.0,0.045,0.5,1.0,0.127
38,7,"We don't like Interactive exhibits, please take them out.","You cannot afford more than $23100, we respect your budget, therefore we will recommend you a better budget option for activity that is a Historical guidebook, by which the whole package will cost you only $23100.","Understood! Removing the Interactive Exhibits, the revised package (including Historical Reenactment, Virtual Reality, Audio Tour, and Architectural Photography) can be offered at **$22,500**. Let me know if this works or if further adjustments are needed.",1.0,0.015,0.462,1.0,0.083
38,9,"Ok, I would like to add that service.","Thanks for your consent, we are adding the Historical guidebook as a service.","Understood. Your updated package now includes the Historical guidebook instead of Interactive Exhibits, keeping the total at $23,100. Would you like to proceed with booking this adjusted package?",1.0,0.089,0.536,1.0,0.19
38,11,"It's a great tour package, adding the guidebook is a good option.","I am sorry, we cannot go down to $16000, as the guidebook is not included in this price.","You're welcome! Your final package includes access to historical sites, a Historical guidebook, and all other premium amenities at **$23,100**. Let me know if you need further adjustments or assistance with booking!",1.0,0.01,0.483,1.0,0.115
38,13,"I want this package but I cannot increase my budget, let's close this deal in $16000.","Sorry sir, we cannot go that low down, but we can provide you a better option in the same budget.","We appreciate your interest, but the minimum cost for this package remains $23,100 with the guidebook included. We’re unable to adjust below this amount. Let me know if you’d like to explore other options within this budget.",1.0,0.015,0.531,1.0,0.233
39,1,Could you tell me about accommodation included in the Cruise Package?,"Yes sir, this package will be offering a range of amenities like Kids game room, Themed Parties, Snorkeling Adventure, Casino, Fine Dining Restaurants.","The cruise package typically includes a cabin (category depends on booking), meals at main restaurants, access to onboard amenities (pools, fitness center, entertainment), and port charges. Upgrades or specialty dining may incur extra costs. Let me know your specific cruise line or package for details!",1.0,0.012,0.519,1.0,0.147
39,3,What about transportation facility in the Cruise Package?,The package offers luxurious and comfortable transportation.,"The Cruise Package includes complimentary transportation to and from the port, as well as transfers for included shore excursions. Onboard, you’ll have access to shuttle services between key areas, and all excursions listed in the package will have transportation arranged for you. Let me know if you need specifics!",1.0,0.011,0.529,1.0,0.14
39,5,I don't like Snorkeling Adventure.,"You cannot afford more than $0, we respect your budget, therefore we will recommend you this better budget option, that is the casino, by which the whole package will cost you only $23500.","No problem! The cruise offers many other activities like themed parties, casino, and fine dining. Let me know if you'd like more details!",1.0,0.013,0.416,1.0,0.14
39,7,"Ok, I would like to add the casino as a service.","Thanks for your consent, we are adding the casino as a service.","Your request to add the Casino service has been confirmed. The updated package total is $23,500. Is there anything else you'd like to adjust?",1.0,0.013,0.51,1.0,0.211
39,9,What are the package prices?,The package will cost you $23800.,"The updated package price, including the casino instead of snorkeling, is **$23,500**. Let me know if you need further adjustments!",1.0,0.028,0.515,1.0,0.222
39,11,"Sorry, this package is not within my budget, my budget is $20600. Can we not have a deal at this price?","Sir, I would like to recommend the amenity Kids game room, which will make the tour package cost only $23800. Would you like to?","We understand your budget constraint. Let’s explore options to adjust the package—could we remove additional services or consider a lower-tier cabin category to reach your target of $20,600? Alternatively, we can review other packages that better align with your budget.",1.0,0.011,0.492,1.0,0.118
39,13,I do not like the kids game room.,"Thanks for your consent, we are removing the amenity game room.","We’re sorry, but after adjusting for your preferences, the minimum package price is $23,500. We can’t accommodate the $20,600 budget. Would you like us to explore alternative packages or options?",1.0,0.059,0.452,1.0,0.178
39,15,"The game room is important for me, if you include it, I will book your package.","Sorry for the delayed reply, let's close the deal.","Agent: Great! We’ll include the Kids game room as requested. The total package price with both the casino and game room is **$23,800**. Would you like to proceed with booking?",1.0,0.015,0.382,0.966,0.095
40,1,"Hi!, what is the price of this package?",This package is for $18000 and we will provide you.,Could you please specify the destination or package name so I can provide the price?,0.0,0.031,0.498,1.0,0.24
40,3,"I like to watch birds, please add Birdwatching tool in the package.","Ok, thanks for adding the amenity Birdwatching Opportunities, the final tour cost is $29900.",Sure! We can add a birdwatching tool for an additional $150. Would you like to proceed with this upgrade?,1.0,0.017,0.562,1.0,0.121
40,5,"So for the updated amenity, let's close the deal at $23100.","We can do it with the updated amenities: Binoculars rental, Camera rental, Walking safari guide, but will you increase your budget?","The updated package with birdwatching tools is priced at $29,900, as previously confirmed. However, I can review the details again to ensure accuracy. Would you like to proceed with the $29,900 total?",1.0,0.071,0.513,1.0,0.182
40,7,"I have to say no, I cannot bring my budget above $23100.","Sorry, we cannot go down to $23100. Let's meet in the middle, sir, we can provide you this package at $28700.","Agent: Understood. We’ll adjust the package to include birdwatching essentials (binoculars, guide) within your $23100 budget. Let me confirm the revised details.",1.0,0.025,0.543,1.0,0.267
40,9,"I cannot afford $28700, what do you say for $23900?","This package will give you the thrill of wildlife viewing experience, and by this, you will enjoy your leisure time. Since the actual price is $28700.","I'm sorry, but $28,700 is our lowest offer for the updated package. We can't adjust further. Let me know if you'd like to explore alternatives within your $23,100 budget.",1.0,0.019,0.455,1.0,0.167
40,11,"Yes, I am interested in this package.","Thanks for your consent, we have added the package.","Agent: Great! The final package with birdwatching amenities is $28,700. Would you like to proceed with this offer?",1.0,0.0,0.458,1.0,0.143
40,13,"Thank you, you have added the package?","Sir, should I recommend this amenity or not?","Agent: Yes, the package is confirmed at $28,700 with birdwatching tools included. Your adventure awaits!",1.0,0.0,0.363,1.0,0.0
40,15,"Yes, I would like to add the Lodge as a service.","Thanks for your consent, we are adding the Lodge as a service.","Sure, we’ve added the Lodge to your package. The total remains $28,700 as it’s included in the current amenities. Let me know if you need further adjustments!",1.0,0.075,0.541,1.0,0.286
40,17,"Well, it is better, I will go for this package at $25000.",I agree with the terms and conditions to buy this tour package.,"Agent: We appreciate your interest, but the minimum we can offer with the added amenities is $28,700. Would you like us to explore alternative packages within your $25,000 budget?",1.0,0.061,0.435,1.0,0.186
41,1,"Hello, I want to buy this package, What is the cost?","Sir, This package includes some great amenities like Scuba Diving, Beach Games, Jet Skiing, Kids club, Beachfront Lounging, and Scooter rentals which will make your holiday memorable and fun.",Could you please provide the package name or destination so I can check the cost for you?,1.0,0.009,0.391,1.0,0.043
41,3,"It's great, let's close this deal at $15900.","Considering I can't compromise on the experience, I can offer you a discount up to $12000.","Sir, the total cost for the package is $16,500. Would you like to proceed with the booking or adjust the request? Let me know so I can assist further.",1.0,0.078,0.523,1.0,0.213
41,5,"Sorry sir, $16500 is the max I have in my wallet, please let me buy with this budget and this price.","This package has every amenity that can give you an adventurous experience, so please reconsider your budget, I can provide you this package for $16500.","Agent: I understand, but the package is available at $12,000 after discount. If you’d like to proceed with this amount, I can finalize the booking immediately.",1.0,0.078,0.546,1.0,0.189
41,7,I think I already have everything which will be needed for this tour.,"Thanks for your consent, we are removing all the services, amenities, and equipment which were mentioned in previous utterances.","Understood! If you’re set on proceeding with your own items, I can finalize the booking at $16,500. Just confirm, and I’ll process your reservation. Safe travels! 🌴",1.0,0.021,0.425,1.0,0.125
41,9,"As you mention we are removing all the things, can we go as far as $16200?","Let's remove all the things, Sir, it will cost you $21000. (shows the offer document)","Agent: Understood. We can finalize the deal at $16,200. Let me update the booking for you. Safe travels and enjoy your trip!",1.0,0.021,0.52,1.0,0.205
41,11,"I do not need to play Beach games, please remove the amenity Beach Games.","It's fine if you want to remove the amenity Beach Games, but as an option, we will recommend Beachfront Lounging, which will make the tour cost $21000.","Agent: Understood, Sir. Removing Beach Games will reduce the cost by $300. Your updated package price is now **$16,200**. Let me finalize this for you.",1.0,0.024,0.511,1.0,0.259
41,13,"Oh, thanks.","Thanks for your consent, we are adding the amenity Binocular rental.","You're welcome! If you have any more questions or need adjustments to the package, feel free to ask. We’re here to help you finalize your perfect trip. Safe travels! 😊",1.0,0.015,0.435,1.0,0.143
41,15,"Thanks, I don't want something that I can only use once.","I know you want to make your stay in the Maldives memorable. You can choose this package, which costs $20000.","Understood, we'll remove the Binocular rental. The updated cost is $20,500. Let me know if further adjustments are needed.",1.0,0.023,0.486,1.0,0.146
41,17,"Sorry, I need something very reasonable in $20000, let's go with $16900.","The package we have provided you has everything that can fulfill your needs in a way, so please consider increasing the budget to $20900.","Agent: Understood. We can finalize the package at $16,900 with core accommodations and essentials. Let me confirm the details for you.",1.0,0.023,0.538,1.0,0.261
41,19,"I like to explore the depth of the sea, please add Scuba Diving in the package.","Sir, We cannot reduce the amount for this package, thank you for your time.","Scuba Diving is included in your $20,000 package. Let me finalize the details for you.",1.0,0.038,0.474,1.0,0.333
42,1,What does Beach Resort offer in scooter rental?,"Sir, This package offers scooter rentals for spot switching and many other facilities to make you feel like you're in Paradise.","Beach Resort offers electric scooters for rent, with options for hourly or daily rates. Rentals include safety gear like helmets and a map of the resort area. Scooters are ideal for exploring nearby beaches, shops, and attractions. Inquire at the concierge for availability and pricing.",1.0,0.014,0.513,1.0,0.179
42,3,"I don't like this type of tour, please remove Scuba diving from the package.","You cannot afford more than $21900, we respect your budget, therefore we will recommend a better budget option for accommodation, that is Beachfront Lounging, which will make the whole package cost $21900.","Understood, sir. I'll remove the scuba diving activity from your package. Your revised itinerary will include the beach resort stay and scooter rentals for island exploration. Would you like to add any other activities or confirm this adjustment?",1.0,0.017,0.504,1.0,0.169
42,5,"Yes, sounds good.","Thanks for your consent, we are adding the service Binocular rental.","Great choice! Your updated package now includes **Beachfront Lounging** with private cabanas, refreshing beverages, and a rejuvenating massage. Scooter rentals remain available for easy island exploration. Let me know if you'd like to tweak anything else! 🌴✨",1.0,0.009,0.446,1.0,0.125
42,7,"I like diving, please add Scuba Diving in the package.","Ok, thanks, the cost of the Scuba Diving tour is $23200.","Sir, adding Scuba Diving would exceed your $21900 budget. Would you like to adjust the budget, opt for a shorter dive session ($500 add-on), or explore a premium package?",1.0,0.061,0.543,1.0,0.146
42,9,"I can afford $23200 for the Scuba Diving tour only, please show me the offer again with this budget?","We have a package that fits your budget, let me show you the details.","Sure! Your updated package includes the **Scuba Diving tour** at **$23,200**, as per your budget. Let me know if you'd like further adjustments! 😊",1.0,0.027,0.489,1.0,0.359
42,11,"I am in for $9000, I want the lowest rates or better services.","We got a good conversation, let's close the deal and you will enjoy the tour package.","Sir, we can adjust the package to fit $9000. Here’s a revised offer: Basic Beachfront Stay (3-star resort) + complimentary scooter rental + sunset cruise. Total: $8950. Would you like to proceed?",1.0,0.017,0.447,1.0,0.245
43,1,"Hey!, I want to buy this package, what will be the cost of Majestic Mountains Retreat?","Sir, it provides you a range of amenities like Camping equipment rental, Local guides, Hot Springs, Relaxation, Cultural Village Visit, Adventure activities. You need to pay $42000 only for this package which is a very budget price.","The Majestic Mountains Retreat package starts at **$499 per person** for a 3-day/2-night stay, including accommodation, meals, and guided hikes. Upgrades for longer stays or premium amenities (e.g., spa access) are available. Would you like to confirm your preferred duration or options?",1.0,0.02,0.534,1.0,0.193
43,3,Could you please tell me what kind of Accommodation we have in Adventure Trekking Expedition?,"As per package, you will get a luxurious beachfront resort for accommodation which is beautifully designed to make your stay comfortable and fulfilled with amiable services.","The Adventure Trekking Expedition offers **luxury tents with basic amenities** (sleeping arrangements for 2-3 people per tent) or **eco-friendly mountain lodges** with shared bathrooms, depending on the route. Meals and safety gear are included. Let me know if you need details on specific routes!",1.0,0.016,0.47,1.0,0.167
43,5,"Hey, I want to know the price of the tour package.",The package will cost you $17600.,"The Adventure Trekking Expedition package costs $55,000, including luxury beachfront resort stays, guided treks, and all adventure activities. Let me know if you need details!",1.0,0.022,0.526,1.0,0.25
43,7,What about Meals in Adventure Trekking Expedition?,"This package is offering services which include Accommodation, Transportation, Meals, Guided Treks, Camping equipment rental, Local guides, Hot Springs, Relaxation, Cultural Village Visit, and Adventure activities.","The Adventure Trekking Expedition includes 3 meals daily (breakfast, lunch, dinner) with a mix of local and international cuisine. Special dietary requests can be accommodated for an additional fee.",0.0,0.016,0.563,1.0,0.255
43,9,"I would like to remove the adventure activities since it is so expensive and I never took an adventure activity, please remove the Adventure activities from the package.","You cannot afford more than $17600, we respect your budget, therefore we will recommend you a better budget option for Accommodation, Transportation, Meals, Guided Treks, and the whole package will cost you only $17600.","Agent: Sure, we can adjust the package. Removing adventure activities will reduce the cost by $5,000, making the new price **$12,600**. Other inclusions like guided treks, cultural visits, and meals remain unchanged. Would you like to confirm this revised package?",1.0,0.02,0.565,1.0,0.263
43,11,"Ok, I would like to add only accommodation and transportation.","Thanks for your consent, we are adding accommodation and transportation as a service.","Agent: If you'd like a package with only Accommodation and Transportation, the cost would be $12,500. This includes comfortable lodging and all transfers as per the itinerary. Let me know if you'd like to proceed!",1.0,0.016,0.5,0.971,0.196
43,13,Could you tell me what is the transportation service in Adventure Trekking Expedition?,"Sir, this package is offering services which include Accommodation, Transportation, Meals, and Guided Treks.","The transportation service in the Adventure Trekking Expedition includes round-trip transfers to the trekking destination, local shuttle services during the行程, and access to necessary vehicles (e.g., vans or buses) for group movements. All transportation is included in the $17,600 package.",1.0,0.014,0.571,0.974,0.246
43,15,"I prefer to go with a local guide, please add the amenity Local guide.","Yes, I will add Local guide amenity, with that package cost will be $19600 only.","Sure, the local guide is already included in the Adventure Trekking Expedition package at no extra cost. Your updated selection (Accommodation, Transportation, and Local Guide) remains within the $17,600 budget. Let me know if you need further adjustments!",1.0,0.015,0.542,1.0,0.148
43,17,"Hey, I can't go higher than $19000, let's close this deal in $19000.",$19600 is our final price with the selected amenities. Let me know if you??ª?d like any adjustments.,"Agent: Understood, sir. We can adjust the package to fit your $19,000 budget by slightly modifying services (e.g., standard accommodation, basic transportation). Let me finalize this for you—shall I proceed?",1.0,0.059,0.508,1.0,0.235
43,19,I cannot afford $19600.,"Thanks for your patience, let's close the deal.",Agent: We understand your budget constraints. Let me adjust the package: remove the Local Guide to bring the cost back to $17600. Would that work for you?,1.0,0.021,0.38,1.0,0.222
44,1,Tell me Meals included in Mountain Resort package,"This package provides Breakfast, Lunch, and Dinner for your travel, this will make your journey more joyful.","The Mountain Resort package includes **breakfast, lunch, and dinner** daily with a mix of buffet and à la carte options. Snacks and local beverages (soft drinks, beer, wine, water) are also included. Dietary preferences can be accommodated with advance notice. Premium spirits and specialty dining may incur extra charges.",1.0,0.009,0.513,1.0,0.154
44,3,"Let me know the price of the package, please.",The package will cost you $19700.,"The Mountain Resort package is priced at $1,299 per person. This all-inclusive rate covers accommodations, meals (breakfast, lunch, and dinner), and access to resort amenities. Let me know if you'd like to proceed or need further details!",1.0,0.012,0.474,1.0,0.13
44,5,"Sorry sir, I cannot afford this price. Can we meet in the middle of $17200?","Sir, would you like to try the amenity Snowboarding?","I appreciate your interest! While the package price is fixed at $19,700, I can explore alternatives to help:  
- **Shorter stay** (e.g., 5 nights instead of 7).  
- **Room upgrade/downgrade** (e.g., standard room instead of suite).  
- **Flexible dates** for potential discounts.  
Let me know your preferences!",1.0,0.01,0.341,0.978,0.07
44,7,No thanks.,"Thanks for your consent, we are removing the amenity Binocular rental.","Understood. If the current package isn’t within your budget, I can adjust the offer. Would you prefer a shorter stay or a package with fewer amenities to reduce the cost?",1.0,0.015,0.445,1.0,0.143
44,9,Cannot accept this tour package since I don't need amenities which you have removed now.,"Thanks for giving time to us on call, can we close the deal with acceptance?","We apologize for the inconvenience. Your package is canceled, and we’re happy to help you explore other options within your budget. Let us know how we can assist further.",1.0,0.027,0.441,1.0,0.267
45,1,Could you tell me about our culinary facility in Cultural Tour?,"Sir, we have many great culinary options in a cultural tour like...","Our Cultural Tour includes immersive culinary experiences such as traditional cooking classes, visits to local markets, and meals at authentic family-run eateries. You’ll sample regional specialties and learn about heritage recipes. Let me know if you’d like more details!",1.0,0.008,0.481,1.0,0.148
45,3,"I won't need that, please remove Traditional performance amenity from the package.","As an option, if you want to remove Traditional performance, we can recommend a Cultural Shopping Excursion which makes this tour cost only $15800.","Certainly, sir. I’ll remove the Traditional Performance Amenity from your package. Would you like to adjust any other aspects of the itinerary?",1.0,0.027,0.493,1.0,0.213
45,5,"Ok, I would like to add Cultural Shopping Excursion.","Thanks for your consent, we are adding Cultural Shopping excursion as an amenity.","Your Cultural Shopping Excursion has been added. The updated total for your package is $15,800. Let me know if you need further adjustments!",1.0,0.126,0.515,1.0,0.324
45,7,"Thanks!! I will accept it, is there any way to arrange for this excursion for just 2 people?","Sorry, we can provide you a complete tour package with a price of $24000 for 6 people.","Certainly, we can arrange a private Cultural Shopping Excursion for 2 people at an additional cost of $500. Would you like to proceed with this upgrade?",1.0,0.104,0.666,1.0,0.372
45,9,I want this package with the price $12200.,"Cannot deny the exciting experience, we can provide you some similar package for $12500, please reconsider your budget.","We can offer a private Cultural Shopping Excursion for 2 people at $12200, excluding other amenities. Let me confirm availability.",1.0,0.023,0.583,1.0,0.158
45,11,"Yes, sounds good.","Thanks for your consent, we are adding Binocular rental as an amenity.","Agent: Great! Your package with Cultural Shopping Excursion is confirmed at $12,500. We’ll adjust the details for your group of 2. Thank you!",1.0,0.063,0.487,1.0,0.216
45,13,Thanks for the bundle.,"You are the best, I like your deal, thanks.","You're welcome! Your updated package with Cultural Shopping Excursion and Binocular rental is set at $12,500. Let me know if you need further adjustments!",1.0,0.0,0.419,1.0,0.114
46,1,What about Accommodation in Art and Architecture Discovery: Unveiling Masterpieces?,"This package includes Accommodation, Transportation, Meals, and Art and Architecture Guided Tours.","Could you clarify which cities or regions the tour covers? This will help me suggest ideal accommodations—luxury, boutique, or budget-friendly—near museums, galleries, or architectural landmarks. Let me know your preferences!",1.0,0.011,0.49,1.0,0.178
46,3,"I want to learn creativity too, please add the amenity Art workshops and Creative classes.","Ok, after adding the amenity Art Workshops and Creative Classes, the final cost would be $11700.","Sure! We’ll add **Art Workshops and Creative Classes** (e.g., painting, sculpture, or design) to your package. Updated inclusions:  
- Accommodation  
- Transportation  
- Meals  
- Guided Art/Architecture Tours  
- Art Workshops & Creative Classes  

Let me know if you’d like to customize the workshop types!",1.0,0.087,0.512,1.0,0.203
46,5,"I'm sorry, the max limit is $8900.","This package contains many activities that provide a thrilling experience of India's culture, actual price $11700.","Agent: Understood. Let me adjust the package. We can reduce costs by opting for mid-range accommodation instead of luxury, selecting economy transportation, and trimming non-essential tour add-ons. The revised cost would be **$8900**. Would this work for you?",1.0,0.008,0.459,1.0,0.103
46,7,"Sorry, we can go up to $9100. Since the package contains many activities and it is best to pay more for them, I hope you will agree?","Sir, we cannot go further than $11200, let's go for $10000 or we can go for a package with fewer activities.",We can adjust the package to fit $9100 by optimizing accommodations and slightly reducing non-core activities while retaining key art/architecture experiences. Let me finalize this revised option for you.,1.0,0.019,0.55,1.0,0.226
46,9,"Sir, $9200 is just to fulfill my minimum budget. I have not looked into other options available, but I am open to other packages of lesser price. Can I have some options?","Sure, you can. We can provide you this option for $9500, which is equivalent to $8200.","Agent: Understood. Here are two options:  
1. **Basic Art & Culture Tour**: 5-day package with 3-star hotels, economy transport, 2 guided tours, and no workshops – **$8700**.  
2. **Flexi Package**: 7-day trip with 4-star hotels, limited art workshops, and self-guided museum access – **$9000**.  
Would you like details on either?",1.0,0.006,0.444,1.0,0.059
46,11,"No thanks, I already had the option which was offered to me.","No thanks, if you don't want to add it, then I will recommend you take out the option we were talking about.","Understood. If you'd like to explore other packages or adjust your preferences for a more budget-friendly option, feel free to let me know. Happy to assist!",0.0,0.012,0.529,1.0,0.157
46,13,"I want this, I will keep it on $9200.","This package will keep you busy with all the activities and amenities you've requested. I highly recommend keeping this offer, it will make your experience memorable.",Understood. We can adjust the package to fit your $9200 budget by streamlining activities while retaining core art workshops and guided tours. Let me finalize the details for you.,1.0,0.025,0.545,1.0,0.214
46,15,"I will go on a trip only for fun, so please let's close this deal at $9200.",The things you are going to experience are just priceless. We cannot give you the experience you will have with this deal. It is worth $11200.,"Understood! We can finalize the package at **$9200** with all requested activities. Your Art workshops, guided tours, and cultural experiences will be included. Let me confirm the details and send the booking! 🎨✨",1.0,0.019,0.494,1.0,0.207
46,17,"Sorry, it is too expensive. Can you give a deal for $8800?","Thank you, Sir, but we can't go lower than this price.","We can’t adjust below $11,200 for this package. However, we can offer a shorter 7-day version at $8800 with core highlights (art tours, 3-star accommodation, and fewer workshops). Would you like details?",1.0,0.014,0.468,1.0,0.208
47,1,What about transportation facility in Romantic Escape Honeymoon Package?,Transportation for this package is provided by Private Helicopter tour.,"The Romantic Escape Honeymoon Package includes airport transfers via private shuttle or taxi, depending on group size. For added luxury, you can upgrade to a private car service. Local transportation (e.g., car rentals, guided tours) is available at an extra cost. Let me know your preference!",1.0,0.007,0.566,1.0,0.211
47,3,So how much is this package?,The package will cost you $19000.,"The Romantic Escape Honeymoon Package is priced at $15,000 per couple. This includes the private helicopter tour, luxury accommodations, gourmet dining experiences, and personalized concierge services. Let me know if you’d like further details!",1.0,0.009,0.513,1.0,0.143
47,5,"This is a bit too high for my budget, I want some concession here in $15800.","You are the couple looking for a honeymoon package. This package has Champagne, chocolate, and a couple's spa, you will never feel bored during your tour, so please go one step ahead and increase the budget.","I understand your budget concern. While the $19,000 includes a private helicopter tour, we can adjust the transportation to a private luxury car or a scenic train experience to bring the cost down closer to $15,800. Would you like to explore these alternatives?",1.0,0.02,0.505,0.976,0.195
47,7,"I am not able to increase the budget anymore, so I want to cancel the deal.","Sorry Sir, you should have given us more notice or maybe a budget with fewer passengers. I'm sure we can go down to this budget for you or if you can let us know how you want to do this.",Understood. We hope to assist you in the future. Have a great day!,0.0,0.005,0.451,1.0,0.185
47,9,"I want you to go down to $15800, please tell me how to make this in your budget.","Thanks for your time, hope you will enjoy with this tour package.","To adjust the Romantic Escape Honeymoon Package to $15,800, we can:  
1. Replace the private helicopter tour with a private car transfer + scenic helicopter ride (shorter duration).  
2. Opt for a 4-star luxury hotel instead of 5-star.  
3. Simplify the inclusions (e.g., local champagne instead of premium brands, spa credits reduced to $100 per person).  

Would these adjustments work for you?",1.0,0.009,0.374,0.984,0.13
48,1,Do we have camping in Adventure Trekking Expedition?,"Yes, we have camping with this package.","Yes, the Adventure Trekking Expedition includes camping in remote, scenic locations. You’ll stay in provided tents with shared facilities, and meals are included. Let me know if you need gear recommendations or details!",1.0,0.017,0.499,1.0,0.146
